;sentimen;stemmed
815;0;assalamualaikum kak lula mohon maaf atas ketidaknyamanannya dapat kami informasi untuk akses bsi mobile normal dan tidak dapat kendala dalam hal ini kami saran agar coba laku transaksi kembali dan mohon pasti sudah guna versi bsi mobile baru
816;1;akun resmi media sosial bsi mobile menu customer careterima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb zaynend
817;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
818;1;akun resmi media sosial bsi mobile menu customer careterima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb zaynend
819;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
820;1;akun resmi media sosial bsi mobile menu customer careterima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb zaynend
821;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
822;1;akun resmi media sosial bsi mobile menu customer careterima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb zaynend
823;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
824;1;lalu layan bsi mobile pada menu customer care yang dapat pada bagi pojok kanan bawah ya kak atau kakak juga dapat laku lapor adu dengan hubung bank syariah indonesia call di lalu tekan atau unjung kantor cabang bsi dekat
825;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb rianend
826;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
827;1;mantap bsimobile ku ni sdh lupa pin kolernya aku meurus
828;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb rianend
829;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
830;1;dengan cara lalu aplikasi bsi mobile pada menu customer care pojok kanan bawah dalam hal ini akan bantu proses dari aplikasi bsi mobile
831;1;email contactus coid akun resmi media sosial bsi mobile menu customer care
832;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
833;-1;id aplikasi bsi mobile apa sedang ganggu min karena untuk transaksi gagal terus
834;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb afiend
835;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
836;1;kakak dapat buat lapor lalu aplikasi bsi mobile pada menu customer care pojok kanan bawah dalam hal ini akan bantu proses dari aplikasi bsi mobile
837;0;assalamualaikum kak lucky mohon maaf atas ketidaknyamannya jika yang maksud adalah gagal beli pulsa lalu bsi mobile maka sila laku penginputan lapor adu
838;-1;id wahai bsi mobile apakah kamu sedang eror
839;1;email contactus coid akun resmi media sosial bsi mobile menu customer care
840;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
841;1;lazid email contactus coid akun resmi media sosial bsi mobile menu customer care
842;1;lazid ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
843;-1;another id iya nihbarusan pake bsi mobile gak bisa
844;-1;id bsi mobile rusak mulu
845;-1;id min ini bsi mobile mau tf ke bank lain kok ga ada pilih ya eror lagi kah
846;0;halo ada yg pake bsi mobile ga mau nanya dong
847;1;another email contactus coid akun resmi media sosial bsi mobile menu customer care
848;1;another ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
849;1;one piece live action lagi happening banget nih kawan prima belum marathon yuk bayar tagih internet biznet kamu pakai bsi mobile banking
850;-1;id rusak mulu bi fast nya komplenan di bsi mobile ngga tanggap juga trus komplenan di dm juga ngga di tanggap jadi gimana
851;-1;id ini kenapa ya bsi mobile tidak mau tf
852;1;email contactus coid akun resmi media sosial bsi mobile menu customer care
853;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
854;-1;bsi mobile lagi error kah mau transaksi sopipay atau antar bank gabisa information null alias zonk
855;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb fadly end
856;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
857;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb fadly end
858;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
859;1;kerja lembur bagai kuda jangan lupa healing ya kawan prima yuk beli tiket kai buat ke jogja pakai bsi mobile
860;-1;bsi mobile banking tidak bisa buka sebab amp solusi
861;1;customer care email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
862;1;kode otp kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu
863;1;live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb bagasend
864;1;se live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb bagasend
865;0;id assalamualaikum selamat siang saya mau tanya hari ini saya buat rekening via mobile banking bsi dan sudah bentuk rekening tapi tidak ada step pilih jenis atm apakah jenis atmnya pilih di kc pas ambil
866;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb raisa end
867;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
868;1;klik manager aplikasi kemudian pilih bsi mobile lalu clear cache lalu restart handphone telah itu mohon untuk mati data seluler lebih dahulu kemudian hidup kembali ya kak nyala mode pesawat lalu mati kembali ya kak dan pada saat kakak coba akses
869;0;assalamualaikum kak mohon maaf atas ketidaknyamanannya ya kak kami informasi pada sisi jaring kami saat ini sedang tidak alami kendala dan kait kendala akses bsi mobile yang alami mohon untuk sila coba masuk menu atur handphone nya
870;1;live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwbraisaend
871;-1;bsi mobile apakah eror kawan bsi eror kahh
872;1;faz id harus kembali sih tapi bikin lapor dulu lewat bsi mobile atau telpon call centernya kak
873;1;kalo ada aplikasi bsi mobile coba cek situ aja nder kalo mau tarik tunai bisa juga ke atm mandiri gak ada biaya adminnya
874;1;ini bisa lewat bsimobile gasiii
875;1;faz akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
876;1;faz password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
877;1;faz luar negeri live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
878;1;faz assalamualaikum kak shelyna mohon maaf atas ketidaknyamanannya kait kendala transaksi yang alami serta saldo sudah potong kakak dapat laku lapor adu lalu bsi mobile dengan pilih menu customer care
879;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb farhan end
880;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
881;1;mo akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb farhan end
882;1;mo ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
883;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb edo end
884;1;cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
885;1;bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
886;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb edo end
887;1;laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
888;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb edo end
889;1;cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
890;1;mobile dan restart handphonenya serta pasti juga untuk aplikasi bsi mobile yang guna telah guna versi terupdate yaitu versi untuk handphone dengan perangkat android dan versi untuk handphone dengan perangkat ios harap selalu waspada atas segala
891;1;jaring yang guna optimal dan jika kakak kendala guna aplikasi bsi mobile dengan guna jaring wifi maka dapat guna jaring provider di handphonenya ya kak namun apabila masih kendala maka kakak dapat laku clear cache aplikasi bsi
892;0;assalamualaikum kak mohon maaf atas ketidaknyamanannya kami informasi saat ini untuk transaksi di layan bank syariah indonesia informasi normal dan tidak kendala untuk kendala yang alami pada saat laku transaksi di aplikasi bsi mobile mohon pasti
893;-1;id bsi mobile error lagi kah cek saldo dan mutasi gak bisa
894;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb edo end
895;1;mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
896;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
897;1;assalamualaikum kak kami informasi kait dengan hal sebut ada ya kak untuk aplikasi bsi mobile hanya dapat didownload lalu play store atau app store di handphone dan kami himbau mohon untuk selalu berhatihati serta selalu waspada atas segala bentuk modus
898;1;bantu didik untuk anak anak yatim dan dhuafa agar mereka dapat oleh didik yang baik dan kualitas lalu aplikasi bsi mobile dengan kamu partisipasi dalam program sedekah untuk didik arti kamu dukung anakanak indonesia terus sekolah
899;1;mubdi email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb elia end
900;1;mubdi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
901;1;mo email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb elia end
902;1;mo serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
903;-1;id sampe sekarang gak masuk ke dana kak uang bikin lapor aja lewat bsi mobile kak hati ada akun palsu yang reply
904;-1;mjb kak uang sampe sekarang udah balik udah bikin lapor belum kalau belum coba bikin lapor dulu lewat bsi mobile saya pernah gin juga soal baru balik telah bikin lapor
905;-1;yang bsi mobile lu error gk
906;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb salsa end
907;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
908;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb salsa end
909;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
910;1;mode pesawat beberapa saat mode normal kembali dan sila buka aplikasi bsi mobile kembali dan laku transaksi beberapa saat depan ya kak pasti untuk jaring internet stabil tidak guna jaring wifi ya kak
911;0;assalamualaikum kak mohon maaf atas ketidaknyamanannya dapat kami informasi kait untuk transaksi top up shopeepay pada bsi mobile tidak ada kendala saat ini mohon kenan untuk kakak laku restart handphone
912;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb salsa end
913;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
914;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb salsa end
915;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
916;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb salsa end
917;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
918;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak guna layan bank syariah indonesia selamat hari langgan moga berkah dan selamat istirahat wassalamualaikumwrwb arfan end
919;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
920;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak guna layan bank syariah indonesia selamat hari langgan moga berkah dan selamat istirahat wassalamualaikumwrwb arfan end
921;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
922;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak guna layan bank syariah indonesia selamat hari langgan moga berkah dan selamat istirahat wassalamualaikumwrwb arfan end
923;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
924;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak nabila guna layan bank syariah indonesia selamat hari langgan moga berkah dan selamat istirahat wassalamualaikumwrwb arfan end
925;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
926;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak naufal guna layan bank syariah indonesia selamat hari langgan moga berkah dan selamat istirahat wassalamualaikumwrwb arfan end
927;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
928;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak guna layan bank syariah indonesia selamat hari langgan moga berkah dan selamat istirahat wassalamualaikumwrwb arfan end
929;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
930;-1;id min bisa transfer lewar bsi mobile nggak hari ini ntar mau transfer saldo nggak masuk lagi
931;1;baik dalam genggam yuk bantu bangun masjid lewat bsi mobile
932;0;id akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kakak guna layan bank syariah indonesia selamat hari langgan moga berkah dan sehat selalu wassalamualaikumwrwb rahima end
933;0;id serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
934;0;id assalamualaikum kak mohon maaf atas ketidaknyamanannya saat ini untuk transaksi di aplikasi bsi mobile informasi normal dan tidak kendala kenan untuk coba kembali transaksi bsi dapat laku juga dari kartu debit atm dan website bsi net banking ya kak
935;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak dhiya guna layan bank syariah indonesia selamat hari langgan moga berkah dan sehat selalu wassalamualaikumwrwb rahima end
936;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
937;1;dmy password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
938;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak rahmad guna layan bank syariah indonesia selamat hari langgan moga berkah dan sehat selalu wassalamualaikumwrwb rahima end
939;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
940;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak guna layan bank syariah indonesia selamat hari langgan moga berkah dan sehat selalu wassalamualaikumwrwb rahima
941;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
942;1;assalamualaikum buat temanteman yang belum punya rekening bsi buka rekening hari ini lalu bsi mobile bisa dapat cashback dengan masuk kode harpelnas cabang buka pilih kcp depok proklamasi yaa moga manfaat
943;1;akun resmi media sosial bsi mobile menu customer care terima kasih atas setia kak vya guna layan bank syariah indonesia selamat hari langgan moga berkah dan sehat selalu wassalamualaikumwrwb rahima
944;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
945;0;assalamualaikum kak vya mohon maaf atas ketidaknyamanannya saat ini informasi guna aplikasi bsi mobile jalan normal ya kak sila dapat guna aplikasi untuk transaksi juga dapat guna kartu debit atm maupun website bsi net banking
946;0;id assalammualaikum min kenapa uang yg sudah saya setor tunai lalu atm bsi belum masuk ke tabung saya ya min udah menit belum tambah juga saya cek lalu bsi mobile tolong bantu ya min
947;0;nanti alas pacar gw minta putus kamu gak pintar makek bsi mobile huks
948;-1;bsi mobile error ya
949;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb panjiend
950;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
951;1;live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
952;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb panjiend
953;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
954;1;bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
955;0;assalamualaikum kak faris belum mohon maaf kak atas ketidaknyamanannya dapat kami infromasikan untuk transaksi guna aplikasi bsi mobile pantau normal dan tidak ada kendala dalam laku transaksi ya kak
956;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
957;0;assalamualaikum kak mohon maaf atas kendala yang alami dapat kami informasi saat ini tidak ada kendala dalam laku transaksi transfer guna aplikasi bsi mobile ya kak mohon pasti untuk nomor rekening tuju sesuai dan tidak ada salah dalam
958;1;series mask girl lagi happening banget nih kawan prima belum marathon yuk bayar tagih internet biznet kamu pakai bsi mobile banking
959;1;bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
960;1;live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami
961;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat berakhirpekan wassalamualaikum wrwb erie end
962;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
963;1;live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih
964;0;assalamualaikum kak mohon maaf atas ketidaknyamanannya ya kak dapat kami informasi untuk saat ini layan transaksi guna aplikasi bsi mobile pantau normal dan tidak ada kedala dalam laku transaksi ya kak
965;1;akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb erie end
966;1;ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care email contactus coid
967;0;assalamualaikum kak naura mohon maaf atas kendala yang alami kait kendala transaksi yang alami serta saldo sudah potong kakak dapat laku lapor adu lalu bsi mobile dengan pilih menu customer care pojok kanan bawah lalu pilih lapor
968;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb erie end
969;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
970;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
971;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
972;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
973;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
974;1;galuh email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
975;1;galuh kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
976;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
977;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
978;1;assalamualaikum kak rovi mohon maaf atas ketidaknyamanannya kami informasi saat ini tidak ada kendala dalam laku transaksi guna aplikasi bsi mobile ya kak mohon sedia kakak dapat coba kembali transaksi pasti jaring yang guna stabil ya kak
979;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb erie end
980;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
981;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan sehat selalu wassalamualaikum wrwb erie end
982;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
983;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb edo end
984;1;kepada pihak mana masuk pihak bsi serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
985;1;id iya min sudah ambil atm ke kantor cabang kata cs menit lagi aktif tapi tidak kunjung aktif bahkan sampai pindah beberapa atm saya cek di bsi mobile belum ada daftar kartu debit nya mau coba aktivasi ulang lalu bsi mobile juga gagal
986;1;live chat aisyah bsi mobile menu customer care email contactus coid akun resmi media sosial bsi mobile menu customer care
987;0;assalamualaikum kak mohon maaf atas ketidaknyamanannya kami informasi saat ini untuk transaksi di layan bank syariah indonesia informasi normal dan tidak kendala untuk kendala aktivasi aplikasi bsi mobile yang alami sebut mohon sedia kakak untuk dapat
988;-1;bsi mobile lagi ganggu kah kok saya mau aktivasi sudah coba selalu gagal id
989;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb ninaend
990;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
991;0;assalamualaikum kak yayan mohon maaf atas kendala yang alami perihal gagal beli pulsa dan saldo sudah debet kakak bisa buat lapor adu lalu bsi mobile di menu customer care dengan estimasi waktu
992;1;mfdhl id email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb ninaend
993;1;mfdhl id serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
994;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb ninaend
995;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
996;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb ninaend
997;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
998;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat akhir pekan wassalamualaikum wrwb ninaend
999;1;serta laku ganti pin password dan kata sandi cara kala ikut layan resmi contact center bsi bank syariah indonesia call luar negeri live chat aisyah bsi mobile menu customer care
1000;1;email contactus coid akun resmi media sosial bsi mobile menu customer care terima kasih telah guna layan kami moga berkah dan selamat istirahat wassalamualaikum wrwb farhan end
